compname,akadba,physaddr,physcity,physstate,physzip,vnumber,loccount,products,exec1,gender1,officermail1,title1,exec2,gender2,officermail2,title2,fnumber,nnumber,web,email,mailaddr,mailcity,mailstate,mailzip,yearestab,distribtyp,ownertype,sales,squarefeet,imports,exec3,gender3,gender3_d,title3,exec4,gender4,gender4_d,title4,exec5,gender5,officermail5,title5,exec6,gender6,officermail6,title6,exec7,gender7,officermail7,title7,exec8,gender8,officermail8,title8,exec9,gender9,officermail9,title9,exec10,gender10,officermail10,title10,parentname,parentcity,parentstat,onumber,header,advertiser,primarysic,sic2,companyid,datasource,bookid,newinyear,priority,addresserror,dpvfootnote,altphone,paddress,pzip5
"SPEED & TRUCK WORLD, INC.",,1060 W. Sunrise Blvd.,Fort Lauderdale,FL,33311,9547609922,17,"Distributor of automotive parts, including tires, rims & chrome accessories",Dino Stavrinos,M,Q,Pres.,Mike Stavrinos,M,,Sales Mgr.,9547604498,,www.speedandtruckworld.com,,,,,,1972,I,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU0510,No,5013,5014,1851305,2020FLZZ,ZZWD,2008,5, ,AABB,,,
"PINNACLE CENTRAL CO., INC.",,600 N. Commonwealth Ave.,Polk City,FL,33868,8639846262,10,"Distributor of construction equipment, including forklifts, compressors & generators",Stephen Archibald,M,Q,Pres.,,,,,8639846363,8882532444,www.pinnaclecentral.com,cporter@pinnaclecentral.com,,,,,2000,N,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO1903,No,5082,5063,1851306,2020FLZZ,ZZWD,2008,5, ,AABB,,,
"PERFORMANCE FOOD GROUP, INC.",,3150 Gallagher Rd.,Dover,FL,33527,8136590811,150,"Distributor of national & private-label products for restaurants, educational & healthcare facilities & fast-food chains",Larry Eiden,M,Q,Pres.,,,,,8136591331,,www.pfgc.com,info@pfgc.com,,,,,1985,I,C,$150Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Performance Food Group, Inc.",Richmond,VA,8044847700,FO0805,No,5141,,1851307,2020FLZZ,ZZWD,2008,1, ,AABB,,12500 W. Creek Pkwy.,23238
"ABC SUPPLY CO., INC., BRADCO DIV.",,5420 N. 59th St.,Tampa,FL,33610,8136217543,27,Distributor of roofing,Teddie Nichols,,Q,Br. Mgr.,,,,,8136218951,,www.bradcosupply.com,info@bradcosupply.com,,,,,1966,N,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ABC Supply Co., Inc.",Beloit,WI,6083627777,RO0363,No,5033,,1851308,2020FLZZ,ZZWD,2008,4, ,AABB,,1 ABC Pkwy.,53511
"PORT CONSOLIDATED, INC.",,3141 S.E. 14 Ave.,Fort Lauderdale,FL,33316,9545221182,250,Distributor of lubricants & fuel,Mike Simmons,M,,Owner,Donald Carlton,M,Q,Pres.,9545271191,8006835823,www.portconsolidated.com,info@portconsolidated.com,P.O. Box 350430,Fort Lauderdale,FL,33335,2000,I,I,-,,N,Joe Siska,M,,CFO,Candido Mora,M,,Sales Mgr.,Fernando Sanchez,M,,Opers. Mgr.,Brenda Aiers,F,,Hum. Res. Mgr.,,,,,,,,,,,,,,,,,,,,,LU0020,No,5172,,1851310,2020FLZZ,ZZWD,2008,1, ,AABB,,,
MANATEE FRUIT CO.,,1320 33rd St. W.,Palmetto,FL,34221,9417223279,100,Distributor of flowers & potted plants,Whiting Preston,M,,Pres.,Ruth Scofield,F,,Hum. Res. Mgr.,9417210805,8007529845,www.manateefloral.com,sales@manateefloral.com,,,,,,N,I,,,,Judy Walker,F,Q,Accts. Rec. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PL0035,No,5193,,1851312,2020FLZZ,ZZWD,2008,1, ,AABB,,,
"AMERICAN SLIDING DOOR REPAIR & INSTALLATION, INC.",,"4309 W. Pearl Ave., Ste. J",Tampa,FL,33611,8138711115,5,Distributor of sliding doors & windows,Kit Kadyk,M,,Owner,Alicia James,F,Q,Off. Mgr.,8138314397,,www.americanslidingdoor.com,americanslidingdoor@yahoo.com,,,,,2002,L,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO0242,No,5031,,1851313,2020FLZZ,ZZWD,2008,8, ,AABB,7274421110,,
"TAMPA ARMATURE WORKS, INC.",TAW,3400 Bartlett Blvd.,Orlando,FL,32811,4074231886,30,Distributor of electric motors,James Turner III,M,,Pres.,Doug Ragsdale,M,Q,Plt. Mgr.,4074233017,8006626675,www.tawinc.com,info@tawinc.com,,,,,1999,R,I,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tampa Armature Works, Inc.",Riverview,FL,8136215661,EL0340,No,5063,,1851314,2020FLZZ,ZZWD,2008,4, ,AABB,,6312 78th St.,33578
"ABC SUPPLY CO., INC.",,1131 Martin Luther King Ave. E.,Bradenton,FL,34208,9417477070,50,"Distributor of roofing, siding, windows & doors",Brett Roberts,M,Q,Br. Mgr.,,,,,9417577962,,www.abcsupply.com,mgr211@abcsupply.com,,,,,1982,N,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ABC Supply Co., Inc.",Beloit,WI,6083627777,BU0243,No,5033,5031,1851315,2020FLZZ,ZZWD,2008,3, ,AABB,,1 ABC Pkwy.,53511
POSEY'S DISTRIBUTING CO.,Posey's Power Batteries,4319 N. 40th St.,Tampa,FL,33610,8136216402,10,Distributor of batteries,David Head,M,Q,Owner,,,,,8136269387,8006216402,www.poseypowerbattery.com,,,,,,1954,R,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA1047,No,5063,,1851316,2020FLZZ,ZZWD,2008,5, ,AABB,,,
"BUILDERS FIRSTSOURCE, INC.",,516 6th Ave. E.,Bradenton,FL,34208,9417462161,40,"Distributor of lumber & building supplies, including blocks, trusses & wooden panels",Rodney Potter,M,Q,Br. Mgr.,,,,,9417461226,8003292161,www.bldr.com,bradentonsales@bldr.com,,,,,1960,N,C,$10Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Builders FirstSource, Inc.",Dallas,TX,2148803500,BU0257,No,5031,,1851320,2020FLZZ,ZZWD,2008,4, ,AABB,,"2001 Bryan St., Ste. 1600",75201
CARTER FENCE CO.,,"3490 Shearwater St., Ste. E",Naples,FL,34117,2393534102,75,Distributor of fences & fencing supplies,Ken Carter,M,,Pres.,Hannely Roque,F,Q,Off. Mgr.,2393521687,,www.carter-fence.com,customerservice@carter-fence.com,,,,,1987,L,I,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE0265,No,5039,,1851324,2020FLZZ,ZZWD,2008,3, ,AACC,,,
ACCESS MEDICAL SOUTH,,"5719 Corporation Cir., Ste. 2",Fort Myers,FL,33905,2396930035,20,Distributor of medical supplies,Linda Besser,F,Q,Br. Mgr.,,,,,2396930145,,accessmedicalsouth.com,,,,,,1998,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ME0318,No,5047,,1851326,2020FLZZ,ZZWD,2008,5,V,AABB,,,
"ABC SUPPLY CO., INC.",,5130 Phillips Hwy.,Jacksonville,FL,32207,9047302770,18,Distributor of roofing & siding,Scott Toumbleston,M,Q,Br. Mgr.,Anthony Johns,M,,"Sales Rep., Inside",9047302772,8003701222,www.abcsupply.com,mgr050@abcsupply.com,,,,,1992,I,I,"$500,000-$1Mil",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ABC Supply Co., Inc.",Beloit,WI,6083627777,BU0243,No,5033,,1851327,2020FLZZ,ZZWD,2008,5, ,AABB,,1 ABC Pkwy.,53511
KEETON'S OFFICE & ART SUPPLY CO.,,817 Manatee Ave. W.,Bradenton,FL,34205,9417472995,45,Distributor of office & art supplies,Brice Hoopingarner,M,,Pres.,Caleb Hoopingarner,M,Q,Cust. Serv. Mgr.,9417465579,8008334735,www.keetonsonline.com,sales@keetonsonline.com,,,,,1951,N,I,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OF0120,No,5112,5199,1851330,2020FLZZ,ZZWD,2008,4, ,AABB,,,
"CONSOLIDATED ELECTRICAL DISTRIBUTORS, INC.",Raybro Electric Supplies,323 23rd St. S.,St. Petersburg,FL,33712,7273274201,6,"Distributor of electrical supplies, including switch boards & panel boards",Tan Sayles,M,,Br. Mgr.,Bill McIntire,M,,Pur. Agt.,7273275232,,www.cedcareers.com,info@cedcareers.com,,,,,1962,N,I,$2.5Mil-$6Mil,,N,Paul Bench,M,,Sales Rep.,Regin Knon,,Q,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,"Consolidated Electrical Distributors, Inc.",Irving,TX,9725825300,EL0780,No,5063,,1851332,2020FLZZ,ZZWD,2008,9, ,AABB,,1920 Westridge Dr.,75038
"MURRAY'S CONTRACT HARDWARE, INC.",,5429 Ramona Blvd.,Jacksonville,FL,32205,9046959501,9,"Distributor of commercial steel & wooden doors & hardware, including doors, frames, locks & electronic applications","Walter Scott Murray, Sr.",M,Q,Owner,Contessa Smith,F,,Bookkeeper,9043959503,,www.murrayscontracthardware.com,scottie@murrayscontracthardware.com,,,,,1989,L,S,$2.5Mil,"4,800",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO0134,No,5031,5072,1851335,2020FLZZ,ZZWD,2008,9, ,AABB,,,
"SMITH SCALE, INC.",,514 E. 9th St.,Hialeah,FL,33010,3058854288,12,"Distributor of scales & lifting equipment, including hoists, slings & calibration service",Jason Smith,M,,Pres.,Margaret Smith,F,Q,Off. Mgr.,3058882433,,www.smithscale.com,smithscale@aol.com,,,,,1973,I,I,,"12,000",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC0040,No,5046,5084,1851342,2020FLZZ,ZZWD,2008,5, ,AABB,,,
"ROLY'S FORKLIFT, INC.",,1049 E. 23rd St.,Hialeah,FL,33013,3058352729,2,"Distributor of used & rebuilt forklifts for freight forwarders & cargo warehouse managers, including service & rental",Rolando Prieto,M,Q,Owner,,,,,3058352995,,www.usedforkliftmiami.com,rolys01@aol.com,,,,,1990,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FO1466,No,5082,,1851391,2020FLZZ,ZZWD,2008,8, ,AABB,,,
"ALLIED DOORS, INC.",,151 S.W. 5th Ct.,Pompano Beach,FL,33060,9549428550,25,Distributor of garage doors & garage door openers,Dennis Rommanelli,M,,Pres.,Tom Donahue,M,,GM,9549428588,,www.allied-doors.com,sales@allied-doors.com,,,,,1961,L,I,,,N,Mike Scheer,M,Q,Sales Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO0121,No,5031,5065,1851463,2020FLZZ,ZZWD,2008,4, ,AABB,,,
BOULVARD TIRE CENTER,,2750 S. Kings Hwy.,Fort Pierce,FL,34945,7724898473,10,Distributor of truck tires,Mitch Jordan,M,,Store Mgr.,Jesse Stone,M,Q,Serv. Mgr.,7724898404,8003870853,,rickvandecar@gcrtires.com,,,,,1942,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TI0420,No,5014,,1851524,2020FLZZ,ZZWD,2008,5, ,AABB,,,
HERTZ EQUIPMENT RENTAL CORP.,,2401 N. Airport Rd.,Fort Myers,FL,33907,2399362700,15,"Distributor of construction equipment, including excavators, wheel loaders, bulldozers & backhoes",Dean Ulrich,M,Q,Br. Mgr.,,,,,2399368097,8887772700,www.hertzequip.com,hercsales@hertzequip.com,,,,,,N,I,$4Mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hertz Global Holdings, Inc.",Estero,FL,2393017000,CO1856,No,5082,,1851531,2020FLZZ,ZZWD,2008,5, ,AABB,,8501 Williams Rd.,33928
TRIANGLE FASTENER CORP.,,114 Atlantic Annex Pt.,Maitland,FL,32751,4076600167,4,Distributor of industrial fasteners,Joe Collinsworth,M,Q,Br. Mgr.,Shawn Tucker,M,,"Sales Rep., Inside",4076601256,8004861832,www.trianglefastener.com,jcollins@trianglefastener.com,,,,,2000,N,I,over $1Mil,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triangle Fastener Corp.,Pittsburgh,PA,4123215000,FA0400,No,5072,,1851537,2020FLZZ,ZZWD,2008,8, ,AABB,,2001 Preble Ave.,15233
"AMERICAN TIRE DISTRIBUTORS, INC.",ATD,"11700 Miramar Pkwy., Ste. 600",Miramar,FL,33025,9548749410,40,Distributor of tires,Ken Gryzmala,M,,GM,Tony Argote,,Q,Asst. GM,9548749425,8009505589,www.atd-us.com,sales@atd-us.com,,,,,2008,L,I,$65Mil,,N,Patty Dominguez,F,,Cust. Serv. Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"American Tire Distributors, Inc.",Huntersville,NC,7049922000,TI0420,No,5014,,1851547,2020FLZZ,ZZWD,2008,4, ,AABB,,"12200 Herbert Wayne Ct., Ste. 150",28078
FASTENAL CO.,,"6148 Hanging Moss Rd., Ste. 150",Orlando,FL,32807,4076776689,3,Distributor of industrial & construction supplies & services,Michael Vadala,M,,GM & Br. Mgr.,Alyson Reed,F,Q,Sales Rep.,4076776639,,www.fastenal.com,flor2@stores.fastenal.com,,,,,2002,I,C,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fastenal Co.,Winona,MN,5074545374,FA0490,No,5072,5085,1851548,2020FLZZ,ZZWD,2008,9, ,AABB,,2001 Theurer Blvd.,55987
"CONGRESS AUTO PARTS, INC.",,"11420 Okeechobee Blvd., Ste. A",West Palm Beach,FL,33411,5617932245,4,Distributor of automotive parts,Melissa Cruz,F,,Store Mgr.,Jan Little,,Q,Sales Rep.,5619700069,,www.congressauto.com,melissa@congressauto.com,,,,,1982,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Congress Auto Parts, Inc.",West Palm Beach,FL,5619642244,AU0510,No,5013,,1851557,2020FLZZ,ZZWD,2008,9,R,AAM3,,3074 Forest Hill Blvd.,33406
SILVERLINE PRODUCTS,,2831 Antioch Way,Orlando,FL,32807,4072991400,1,Distributor of cleaning chemical & janitorial supplies,Don Spencer,M,Q,Owner,,,,,4076718319,,,,,,,,1972,L,1,"$500,000-$1Mil","2,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JA0045,No,5047,,1851559,2020FLZZ,ZZWD,2008,7, ,AABB,,,
MOBILE HOME DEPOT,,2453 N. Military Trl.,West Palm Beach,FL,33409,5616897260,5,"Distributor of mobile home & RV accessories, including windows & doors, roofing & siding",Richard Guzman,M,Q,Manager,,,,,5616891603,8003292533,www.mobilehomedepot.net,sales@mobilehomedepot.net,,,,,1990,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobile Home Depot, Inc.",Venice,FL,9414129350,MO0030,No,5031,5033,1851570,2020FLZZ,ZZWD,2008,9, ,AABB,,232 Pedro St.,34285
"SOUTHEASTERN PAPER GROUP, INC.",,3850-7 Port Jacksonville Pkwy.,Jacksonville,FL,32226,9047864485,30,"Distributor of industrial packaging supplies & equipment, foodservice packaging & sanitary maintenance & janitorial supplies",Greg Rizzi,M,Q,Sales Mgr.,,,,,9047864468,,www.sepapergroup.com,cserv@sepapergroup.com,P.O. Box 330,Browns Summit,NC,27214,1972,R,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southeastern Paper Group, Inc.",Spartanburg,SC,8645740440,PA0313,No,5113,5087,1851573,2020FLZZ,ZZWD,2008,4,,,,"50 Old Blackstock Rd., P.O. Box 6220",29304
"TUBE LIGHT CO., INC.","Tubelite Co., Inc.",102 Semoran Commerce Pl.,Apopka,FL,32703,4078840477,60,"Distributor of sign, screen printing & digital imaging equipment & supplies, including printers, plotters, software, paint & sign finishes & lighting",Terry Sessions,M,Q,Br. Mgr.,,,,,8004458823,8005054900,www.tubelite.com,tsessions@tubelite.com,,,,,1995,N,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tube Light Co., Inc.",Moonachie,NJ,2016416660,SI0112,No,5046,5045,1851593,2020FLZZ,ZZWD,2008,3, ,AABB,,300 Park St.,7074
"IRBY CO., STUART C.",,5208 Sycamore Dr.,Pensacola,FL,32503,8504765580,16,Distributor of electrical supplies & components,Dennis Morton,M,,Utility Mgr.,Bill Clark,M,Q,"Sales Rep., Outside",,,www.irby.com,clark@irby.com,,,,,1927,R,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irby Co.,Jackson,MS,6019691811,EL0725,No,5063,,1851597,2020FLZZ,ZZWD,2008,5, ,AABB,,815 Irby Dr.,39201
"NORTH FLORIDA DOOR CONTROL, LLC",,4318 S.W. 50th St.,Gainesville,FL,32608,3523761194,1,"Distributor of automatic handicap & commercial doors & access control, including door hardware, automatic gates & repair services",Perry Berry,M,Q,Owner & Operator,,,,,3523760444,,www.northfloridadoor.com,,,,,,2003,R,L,"under $500,000","1,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO0127,No,5031,5063,1851600,2020FLZZ,ZZWD,2008,9, ,AABB,,,
"GLUE PRODUCT PLUS, LLC",,4115 Georgia Ave.,West Palm Beach,FL,33405,5618331863,30,"Distributor of marine repair & refinishing products & paints & adhesives for automotive, marine & wood refinishing",Charles Hansen,M,Q,Manager,,,,,5618330746,8007711863,www.glueproducts.com,shopgpp@aol.com,,,,,1979,L,L,$1Mil-$2.5Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA2274,No,5198,,1851607,2020FLZZ,ZZWD,2008,4, ,AABB,,,
"KEY ELECTRICAL SUPPLY, INC.",,13000 Middle Beach Rd.,Panama City Beach,FL,32407,8502351696,4,"Distributor of electrical supplies, including house wiring, electrical conduit & light fixtures",Mike Murphy,M,,Br. Mgr.,Wayne Turk,M,,Hum. Res. & IT Mgr.,8502351688,,www.keyelectric.com,sales@keyelectric.com,,,,,1973,L,I,,,N,Bobby Ward,M,Q,Sales Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Key Electrical Supply, Inc.",Panama City,FL,8507693276,EL0780,No,5063,,1851610,2020FLZZ,ZZWD,2008,9,,,,1418 Harrison Ave.,32401
MAC PAPERS,,5900 N.W. 176th St.,Hialeah,FL,33015,9549637383,20,Distributor of janitorial & packaging supplies & cloths,Bruce Oren,M,,Pres.,Ron Blucher,M,Q,Sales Mgr.,9549637385,,www.macpapers.com,marketing@macpapers.com,P.O. Box 551415,Davie,FL,33355,1996,N,I,$4Mil-$5Mil,"5,000",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac Papers, Inc.",Jacksonville,FL,9043483300,JA0045,No,5087,5113,1851641,2020FLZZ,ZZWD,2008,5, ,AABB,,3300 Phillips Hwy.,32207
"AMERICAN HOMEPATIENT, INC.",,6645 S.W. Archer Rd.,Gainesville,FL,32608,3522445200,6,Distributor of respiratory equipment,Tim Dean,M,Q,Br. Mgr.,,,,,3522445204,8006889270,www.ahom.com,tampashipment@ahom.com,,,,,1982,N,C,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"American HomePatient, Inc.",Brentwood,TN,6152218884,RE1094,No,5047,,1851645,2020FLZZ,ZZWD,2008,9, ,AABB,,"5200 Maryland Way, Ste. 400",37027
MATTRESSLAND,,3845 Hillsboro Blvd.,Fort Lauderdale,FL,33308,9546303055,60,Distributor of mattresses,Steven Iona,M,Q,V-P.,John Arrieas,M,,Sales Rep.,,,,,,,,,2000,N,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA2780,No,5021,,1851646,2020FLZZ,ZZWD,2008,3,U,A1,,,
"TOWN & COUNTRY INDUSTRIES, INC.",,9310 Waring Rte.,Pensacola,FL,32534,8504791662,15,"Wholesaler of building products, including siding, windows & doors",Joy Conklin,F,,Br. Mgr.,Denise Lewis,F,,"Sales Rep., Inside",8504775645,8002341662,www.tc-alum.com,joy.conklin@abcsupply.com,,,,,1967,N,I,$1Mil-$2.5Mil,"15,000",N,Jeff Zeier,M,Q,"Sales Rep., Inside",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Town & Country Industries, A Div. Of ABC Supply",Fort Lauderdale,FL,9549709999,BU0243,No,5033,5031,1851679,2020FLZZ,ZZWD,2009,5, ,AABB,,400 W. McNab Rd.,33309
"BLUE AEROSPACE, LLC",,6211 N. Hill Rd.,Tamarac,FL,33321,9547184404,15,Distributor of aircraft parts,Michael Navon,M,,Owner,Carmen Ramos,F,Q,Sales Assoc.,9547184326,,www.blueaero.com,info@blueaero.com,,,,,2005,I,L,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI0294,No,5088,,1851690,2020FLZZ,ZZWD,2008,5,U,A1,,,
KEYS GRANITE A DAL-TILE CO.,,8788 N.W. 27th St.,Doral,FL,33172,3054777363,23,Distributor of natural stone,Rocio Guiterrez,F,,"Sales Mgr., Showroom",Susan Soar,F,Q,Admn. Mgr.,3054779567,8008472648,www.keysgranite.com,sales@keysgranite.com,,,,,1988,R,C,-,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dal-Tile Corporation,Dallas,TX,2143981411,ST1884,No,5032,,1853710,2020FLZZ,ZZWD,2008,5, ,AABB,,7834 C. F. Hawn Fwy.,75217
TEST EQUIPMENT CONNECTION,,30 Skyline Dr.,Lake Mary,FL,32746,4078041299,24,Distributor of new & refurbished electronic test & measurement equipment,Phil Vogel,M,Q,Bus. Dev. Mgr.,,,,,4078041277,8006158378,www.testequipmentconnection.com,sales@testequipmentconnection.com,,,,,1993,I,I,,"40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL1245,No,5065,,1854276,2020FLZZ,ZZWD,2008,5, ,AABB,,,
H.T. HACKNEY CO.,,5601 E. Milton Rd.,Milton,FL,32583,8509815700,70,Distributor of general line groceries,Janet Fernandez,F,Q,Hum. Res. Mgr.,Shannon Sanford,M,,Off. Mgr.,8509815717,8004338948,www.hthackney.com,contact_us@hthackney.com,,,,,1897,R,I,$6Mil-$10Mil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H.T. Hackney Co.,Knoxville,TN,8655461291,FO1035,No,5141,,1854700,2020FLZZ,ZZWD,2008,3, ,AABB,,"502 S. Gay St., Ste. 300",37902
"COREY COMPRESSOR, INC.",,5778 Enterprise Pkwy.,Fort Myers,FL,33905,2396933430,10,Distributor of air compressors,Kevin Corey,M,,Pres.,Jackie Rice,F,Q,Bookkeeper,2396935826,,www.coreycompressor.com,sales@coreycompressor.com,,,,,2000,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO1251,No,5084,,1854707,2020FLZZ,ZZWD,2008,5, ,AABB,,,
"KLEIN ASSOCS., INC., JACK",Klein Pump,"5407 N. Haverhill Rd., Ste. 344 & 345",West Palm Beach,FL,33407,5616864455,9,"Distributor of pumps & pump parts, including hydraulic, precision & water pumps & pump controllers",Jack Klein,M,,Owner,Carmen Merlet,F,Q,Bookkeeper,5616864421,,www.kleinpump.net,sales@jkapump.com,,,,,1982,N,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PU0240,No,5084,,1854716,2020FLZZ,ZZWD,2008,9, ,AABB,,,
ALL BRAZILIAN IMPORTS-EXPORTS,,920 N.W. 1st St.,Fort Lauderdale,FL,33311,9545238134,7,"Distributor of wine, beer & Brazilian rum",Valnel Santos,M,Q,Owner,,,,,9545234007,8883104007,www.allbrazilian.net,allbrazil@aol.com,,,,,1991,N,I,$1Mil-$2.5Mil,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE0800,No,5182,5181,1854725,2020FLZZ,ZZWD,2008,9,V,AABB,,,
GATORLAND KUBOTA,,4502 N.W. 13th St.,Gainesville,FL,32609,3523764506,10,Wholesaler of tractors & zero-turn commercial mowers,Mark Waldorff,M,Q,Owner,Alan Chain,M,,Sales Mgr.,3523367474,8662864618,www.gatorlandkubota.com,mark@gatorlandkubota.com,,,,,2003,N,S,$2.6Mil-$5Mil,"3,000",N,David Hilton,M,,Serv. Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR0040,No,5083,,1854727,2020FLZZ,ZZWD,2008,5, ,AABB,,,
"AIRGAS CARBONIC, INC.",,1610 S. Division Ave.,Orlando,FL,32805,4074254645,4,Distributor of dry ice,Roly Canizares,M,Q,Manager,,,,,4078410330,8005221214,,,,,,,2011,R,C,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Airgas USA, LLC",Lawrenceville,GA,7707172210,IC0006,No,5169,,1854730,2020FLZZ,ZZWD,2008,9, ,AABB,,"2530 Sever Rd., Ste. 300",30043
SOUTHERN RACK & LADDER-FLORIDA,,"2158 S. Orange Blossom Trl., Ste. 101",Apopka,FL,32703,4078862200,1,Distributor of truck racks & ladders,Angelo DeLuca,M,Q,Pres. & Manager,,,,,4078862266,,southernrackandladder.com,info@southernrackandladder.com,,,,,1987,L,I,"under $500,000",,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR0810,No,5013,,1854737,2020FLZZ,ZZWD,2008,9, ,AABB,,,
BELL CHEM CORP.,,1340 Bennett Dr.,Longwood,FL,32750,4073392355,30,"Distributor of food, pharmaceutical & personal care raw materials & industrial & water treatment chemicals",John Cervo,M,,Pres.,Anthony Cervo,M,Q,Mktg. Mgr.,4077678685,,www.bellchem.com,inquiry@bellchem.com,,,,,1992,I,I,-,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH0388,No,5149,5169,1854744,2020FLZZ,ZZWD,2008,4, ,AABB,,,
"COPY FAX 2000, INC.",,3135 Eliza Rd.,Tallahassee,FL,32308,8506716663,30,"Distributor of office machines, including fax & copy machines",Walton Monk,M,,Pres.,Barbara Hall,F,Q,Dispatcher,8506716636,,www.copyfax2000.com,service@copyfax2000.com,,,,,2000,L,S,-,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OF0030,No,5044,5065,1854745,2020FLZZ,ZZWD,2008,4, ,AABB,,,
FALCON FARMS,,2330 N.W. 82nd Ave.,Miami,FL,33122,3054778088,180,Wholesaler of flowers,Jairo Rengifo,M,,Pres.,Carmenza Gaitan,F,Q,"Dir., Hum. Res.",3054775524,8003252669,www.falconfarms.com,sales@falconfarms.com,,,,,2001,I,I,,,N,Eric Smith,M,,Sales Mgr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL0450,No,5193,,1854748,2020FLZZ,ZZWD,2008,1, ,AABB,,,
ST. PETE COMPUTING,,"9150 49th St., Ste. J",Pinellas Park,FL,33782,7275286600,5,Wholesaler of computers & computer parts,Dave Duff,M,,Ptnr.,Bert Tottle,M,Q,Technician,7274903904,,www.stpetepc.com,bert@stpetepc.com,,,,,2001,N,S,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO1308,No,5045,,1854777,2020FLZZ,ZZWD,2008,9, ,AABB,,,
FERNY AUTO SALES,,1401 W. Okeechobee Rd.,Hialeah,FL,33010,3058887703,6,Distributor of light-duty utility trucks,Gil Ortega,M,Q,V-P.,,,,,,,www.fernyautosales.com,ferny@fernyautosales.com,,,,,1973,L,I,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR1101,No,5012,,1854786,2020FLZZ,ZZWD,2008,9, ,AABB,,,
